ID,Start time,Completion time,Email,Name,Last modified time,What is your gender?,In which year you were born: ________ (e.g.1998),What is your current employment status? ,How frequently do you buy clothes before COVID-19 pandemic?,How frequently do you buy clothes after the COVID-19 pandemic?,"To what extent does your budget share on fast fashion items than before the COVID-19 pandemic? (e.g. 20% for increase 20%, -20% for decrease 20%)",Column,2,"Statement when deciding to purchase a new fast fashion item before the COVID-19 pandemic
  ",Please specify the reason,"Statement when deciding to purchase a new fast fashion item after the COVID-19 pandemic
  ",Please specify the reason2,3,4,5,6,High quality fabric     ,Fashionable design,Superior craftsmanship,  Easy to maintain, Use recycled and eco-friendly materials, Products come from a fair-traded company ,Price ,Suitable for various occasions,High quality fabric     2,Fashionable design2,Superior craftsmanship , Easy to maintain     , Use recycled and eco-friendly materials     , Products come from a fair-traded company 2, Price,Suitable for various occasions2,Describe any changes you've noticed in your lifestyle due to the COVID-19 pandemic and how these have affected your clothing purchases. , How do you deal with the old clothes or the clothes you don’t like before the COVID-19 pandemic,Please specify the measurement,"How do you deal with the old clothes or the clothes you don’t like after the COVID-19 pandemic
  
",Please specify the measurement2,7,8,9,10, Have you observed an increase in marketing related to sustainability from fast fashion brands since the COVID-19 pandemic? How does this influence your purchasing decisions?,How has your perception of sustainable fashion changed since the COVID-19 pandemic? What could be your motivation for a sustainable fashion purchase? Please describe in detail.,"Describe any significant changes you've noticed in the quality, sustainability, or marketing of fast fashion products since the COVID-19 pandemic began."
112,8/21/24 8:53:07,8/21/24 9:05:57,anonymous,,,Woman,1986,Full-time employed,Every two month,Monthly ,for decrease 30%,Strongly agree,Agree,When I find a piece I like,,When I am bored with my current clothes,,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,less important,less important,Significant less important,less important,Significant less important,less important,Neutral,less important,less important,Significant less important,less important,Significant less important,less important,less important,less important,less important,"focus shifted to self-improvement, and I've been buying workout clothes that motivate me to stay active at home.",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,realized that slow fashion is not just about the clothes; it's a movement towards a more sustainable future. I'm in for the long haul.,"Social media marketing for fast fashion has become more authentic, with influencers showcasing real-life wear and tear rather than just perfect Instagram shots."
113,8/21/24 8:53:06,8/21/24 9:06:14,anonymous,,,Man,1987,Full-time employed,Every two month,Monthly ,increase 20%,Strongly agree,Agree,When I find a piece I like,,When I am bored with my current clothes,,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,less important,less important,Significant less important,less important,Significant less important,less important,Neutral,less important,less important,Significant less important,less important,Significant less important,less important,less important,less important,less important,"I've been taking virtual dance classes, which has inspired me to invest in dancewear that's both functional and fashionable.
",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,"pandemic made me prioritize health, both physical and mental. Sustainable fashion aligns with my values of wellness and self-care","I've seen more brands incorporate disinfectant-treated fabrics into their collections, addressing hygiene concerns post-pandemic."
114,8/21/24 8:53:07,8/21/24 9:06:19,anonymous,,,Man,1987,Part-time employed,Quarterly,Every two month,increase 20%,Agree,Strongly agree,When I am bored with my current clothes,,When new trendy clothes releasing,,Strongly agree,Agree,Strongly agree,Agree,Significant less important,Significant less important,less important,Significant less important,Neutral,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Significant less important," pandemic has made me more conscious of sustainability, so I've been buying eco-friendly clothing made from recycled materials.",I donate them.,,I gave them to someone I know,,,Strongly agree,Somewhat important,Agree,No change in marketing and no influence on my decisions,"During quarantine, I discovered the joy of thrifting and upcycling. It sparked my interest in sustainable fashion as a creative outlet.
","Fast fashion retailers have embraced omnichannel strategies, offering seamless online-to-offline experiences for customers who prefer to try before buying."
115,8/21/24 8:53:21,8/21/24 9:06:24,anonymous,,,Man,1985,Full-time employed,Every two month,Monthly ,increase 30%,Strongly agree,Agree,When I find a piece I like,,When I am bored with my current clothes,,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,less important,less important,Significant less important,less important,Significant less important,less important,Neutral,less important,less important,Significant less important,less important,Significant less important,less important,less important,less important,less important,"As video calls became the norm, I started paying more attention to my background, leading me to buy decorative throw pillows and blankets that elevate my virtual appearance.
",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,"I've become more aware of the impact of fast fashion on the environment. Now, I'm motivated by the idea of leaving a lighter footprint on the planet.
","Sustainability messaging has become more prominent in fast fashion advertising, even if the actions don't always match the words."
116,8/21/24 8:53:06,8/21/24 9:06:30,anonymous,,,Man,1985,Part-time employed,Quarterly,Every two month, for decrease 20%,Agree,Strongly agree,When I am bored with my current clothes,,When new trendy clothes releasing,,Strongly agree,Agree,Strongly agree,Agree,Significant less important,Significant less important,less important,Significant less important,Neutral,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Significant less important," pandemic made me prioritize comfort, so I've been buying shoes with memory foam soles and extra cushioning.",I donate them.,,I gave them to someone I know,,,Strongly agree,Somewhat important,Agree,No change in marketing and no influence on my decisions,"pandemic highlighted the fragility of our supply chains. Supporting local, sustainable brands feels like a vote of confidence in resilience.","pandemic highlighted the vulnerability of fast fashion's supply chains, leading to a push for more localized production and diversification."
117,8/21/24 8:53:05,8/21/24 9:06:43,anonymous,,,Woman,1988,Part-time employed,Quarterly,Every two month,for decrease 10%,Agree,Strongly agree,When I am bored with my current clothes,,When new trendy clothes releasing,,Strongly agree,Agree,Strongly agree,Agree,Significant less important,Significant less important,less important,Significant less important,Neutral,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Significant less important,newfound love for baking inspired me to buy aprons with cute patterns and oven mitts that double as fashion accessories.,I donate them.,,I gave them to someone I know,,,Strongly agree,Somewhat important,Agree,No change in marketing and no influence on my decisions,"I used to chase trends, but now I see the value in investing in quality, eco-friendly pieces that stand the test of time.
","noticed more collaborations with sustainable designers or startups, signaling a willingness by fast fashion giants to learn from smaller, eco-conscious players."
118,8/21/24 8:53:11,8/21/24 9:06:54,anonymous,,,Man,1984,Full-time employed,Every two month,Monthly ,for decrease 20%,Strongly agree,Agree,When I find a piece I like,,When I am bored with my current clothes,,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,less important,less important,Significant less important,less important,Significant less important,less important,Neutral,less important,less important,Significant less important,less important,Significant less important,less important,less important,less important,less important,"With less need for formal attire, I've embraced a more bohemian style, investing in flowy dresses and ethnic-inspired jewelry.
",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,"Lockdowns gave me time to reflect on my consumer habits. Sustainable fashion feels like a step towards a more mindful lifestyle.
","Fast fashion brands are offering more personalized services, like virtual styling consultations, to keep customers engaged online."
119,8/21/24 8:53:08,8/21/24 9:06:56,anonymous,,,Man,1986,Part-time employed,Quarterly,Every two month,for decrease 15%,Agree,Strongly agree,When I am bored with my current clothes,,When new trendy clothes releasing,,Strongly agree,Agree,Strongly agree,Agree,Significant less important,Significant less important,less important,Significant less important,Neutral,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Neutral,Significant less important,Significant less important," pandemic sparked my interest in gardening, leading me to purchase gardening boots and workwear that's both practical and stylish.",I donate them.,,I gave them to someone I know,,,Strongly agree,Somewhat important,Agree,No change in marketing and no influence on my decisions," pandemic made me appreciate simplicity more. Now, I'm drawn to sustainable fashion for its minimalist designs that last longer, reducing waste.","Quality has seemingly improved in some areas, with brands investing in better construction and fabrics to withstand the test of time."
120,8/21/24 8:53:08,8/21/24 9:07:03,anonymous,,,Man,1987,Full-time employed,Every two month,Monthly ,increase 30%,Strongly agree,Agree,When I find a piece I like,,When I am bored with my current clothes,,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,less important,less important,Significant less important,less important,Significant less important,less important,Neutral,less important,less important,Significant less important,less important,Significant less important,less important,less important,less important,less important," work schedule became flexible, allowing me to wear clothes that blend seamlessly from day to night. I've been buying more versatile dresses and jumpsuits.",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,"Before COVID, sustainable fashion was just a buzzword. Now, it's become a necessity. I realize every purchase counts, and I'm motivated by reducing my carbon footprint.
"," pandemic sparked a rise in minimalism and slow fashion movements, putting pressure on fast fashion to improve its sustainability credentials."
121,8/21/24 9:09:47,8/21/24 9:15:28,anonymous,,,Man,1982,Unemployed,Quarterly,Quarterly,for decrease 5%),Strongly agree,Agree,When I am bored with my current clothes,,When I am bored with my current clothes,,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neutral,Significant less important,less important,Neutral,less important,less important,Significant less important,Neutral,Significant less important,less important,Neutral,less important,less important,Neutral,Significant less important,less important,"been learning new languages, and my language exchange partners have inspired me to buy cultural clothing from around the world.",I have them in my closet but never use them.,,I donate them.,,,Strongly agree,Somewhat important,Agree,No change in marketing and no influence on my decisions, become more conscious of the water and chemical usage in fashion production. Sustainable fashion offers eco-friendly alternatives that align with my ethics.,"Marketing tactics have shifted towards storytelling and community building, with brands highlighting their social impact efforts more prominently."
122,8/21/24 9:09:46,8/21/24 9:15:32,anonymous,,,Man,1985,Part-time employed,Every two month,Every two month,for decrease 15%,Agree,Neither agree nor disagree,When I find a piece I like,,When I find a piece I like,,Strongly agree,Agree,Neither agree nor disagree,Agree,Significant less important,less important,Neutral,less important,Significant less important,less important,Neutral,Significant less important,less important,Neutral,less important,less important,Neutral,Significant less important,less important,Neutral," pandemic has made me appreciate the simplicity of life, and I've been buying minimalist clothing that's easy to mix and match.",I gave them to someone I know,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions, pandemic encouraged me to slow down and appreciate the details. Sustainable fashion often showcases craftsmanship and attention to detail that resonate with me.,"I've seen a rise in fast fashion brands offering subscription services, allowing customers to rent clothes instead of buying them outright."
123,8/21/24 9:09:46,8/21/24 9:15:36,anonymous,,,Woman,1987,Unemployed,Quarterly,Quarterly,for decrease 10%),Strongly agree,Agree,When I am bored with my current clothes,,When I am bored with my current clothes,,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neutral,Significant less important,less important,Neutral,less important,less important,Significant less important,Neutral,Significant less important,less important,Neutral,less important,less important,Neutral,Significant less important,less important," pandemic has encouraged me to support small businesses, and I've discovered unique clothing pieces from indie designers online.",I have them in my closet but never use them.,,I donate them.,,,Strongly agree,Somewhat important,Agree,No change in marketing and no influence on my decisions,"pandemic made me appreciate the art of dressing up, even if it's just for Zoom calls. Sustainable fashion offers stylish, versatile pieces that elevate my virtual wardrobe.","Sustainability reports and impact metrics are becoming more common, as fast fashion brands try to regain consumer trust post-pandemic."
124,8/21/24 9:09:47,8/21/24 9:15:46,anonymous,,,Woman,1986,Part-time employed,Every two month,Every two month,for decrease 20%,Agree,Neither agree nor disagree,When I find a piece I like,,When I find a piece I like,,Strongly agree,Agree,Neither agree nor disagree,Agree,Significant less important,less important,Neutral,less important,Significant less important,less important,Neutral,Significant less important,less important,Neutral,less important,less important,Neutral,Significant less important,less important,Neutral," love for nature has grown, so I've been buying outdoor-inspired clothing like cargo pants and hiking boots for my daily walks.",I gave them to someone I know,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions," been exploring new hobbies, like sewing and mending. Sustainable fashion fits perfectly into my DIY lifestyle."," pandemic accelerated the shift towards digital-first marketing, with fast fashion brands investing heavily in social media and e-commerce platforms."
125,8/21/24 8:35:40,8/21/24 9:17:42,anonymous,,,Woman,1987, Self-employed,Every two month,Every two month,for decrease 20%,Agree,Strongly agree,When I find a piece I like,,When my clothes wear out,,Agree,Strongly agree,Agree,Strongly agree,More Important,Significant more important,Neutral,More Important,More Important,Significant more important,Neutral,More Important,More Important,Neutral,Significant more important,Neutral,Significant more important,More Important,Neutral,More Important," home office has become my new sanctuary, so I've been investing in chic office wear that makes me feel productive and inspired.",I donate them.,,I have them in my closet but never use them.,,,Agree,Extremely important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions, been thinking about my legacy and how I want to leave the world a better place. Sustainable fashion is a small but meaningful step towards that goal.,"Fast fashion's reliance on fast turnaround times has been challenged, as supply chain disruptions led to delays and stockouts."
126,8/21/24 9:25:23,8/21/24 9:29:15,anonymous,,,Woman,2000,Part-time employed,Weekly,Monthly ,20,Disagree,Neither agree nor disagree,When I find a piece I like,,When I am bored with my current clothes,,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,less important,Neutral,Neutral,More Important,More Important,Neutral,Neutral,More Important,More Important,Neutral,less important,Neutral,More Important,More Important,Neutral,less important,by touching the lifestyle of the so person can change,I have them in my closet but never use them.,,I gave them to someone I know,,,Agree,Neutral,Disagree,Somewhat increased and somewhat influenced my decisions,no i have not in anyway,i don't really know any significant
127,8/21/24 9:24:10,8/21/24 9:29:56,anonymous,,,Man,1978,Full-time employed,Every two month,Quarterly,-33%,Strongly agree,Agree,When I am bored with my current clothes,,When my clothes wear out,,Agree,Strongly disagree,Agree,Strongly agree,More Important,More Important,More Important,Neutral,Neutral,More Important,less important,Neutral,Significant more important,Neutral,Significant more important,More Important,Neutral,less important,More Important,More Important,I am much more price-conscious and want to buy things that are more built to last and that I won't throw away quickly.,I donate them.,,I donate them.,,,Agree,Somewhat important,Disagree,Somewhat increased and somewhat influenced my decisions,"If something creates less waste, I'm for it. However, I am NOT in favor of lower quality materials just because they're sustainable or recycled. ""Re-use"" is more important to me than ""Reduce"" and ""Recycle""",Quality has gone down SIGNIFICANTLY while prices have increased greatly.
128,8/21/24 9:24:58,8/21/24 9:30:24,anonymous,,,Man,1960,Retired ,Every two month,Quarterly,-20,Strongly agree,Strongly agree,When my clothes wear out,,When my clothes wear out,,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Significant more important,Significant less important,Significant more important,Significant more important,Neutral,Neutral,Significant more important,Significant more important,Significant more important,Significant less important,Significant more important,Significant more important,Neutral,Neutral,Significant more important,Significant more important,I always think more if it is what i need or what i truly want.  I look at the practicality.,I donate them.,,I donate them.,,,Neither agree nor disagree,Neutral,Neither agree nor disagree,No change in marketing and no influence on my decisions,"I really dont understand, and are skepticalg of any claims","I hear more buzzwords such as fair trade, organic, etc"
129,8/21/24 9:24:10,8/21/24 9:30:57,anonymous,,,Man,1998,Full-time employed,Quarterly,Quarterly,0,Agree,Disagree,When I find a piece I like,,When I find a piece I like,,Disagree,Disagree,Agree,Disagree,More Important,Significant more important,Neutral,Neutral,Significant less important,less important,Significant more important,More Important,Significant more important,Significant more important,More Important,Significant more important,Neutral,Neutral,More Important,Significant more important,"In generally, I have become more careful about my money as expenses has increased (both just generally due to inflation as well as becoming independent and living on my own). Environmental concerns have also increased due to global warming and weather trends. ",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Agree,Somewhat important,Agree,Greatly increased and positively influenced my decisions,"My perception of sustainable fashion hasn't changed. It is just something that I value more than I did before (I'm not sure if that is answering the question, I am slightly confused by the wording).",I see a lot more popular fast fashion brands such as shein. Before I didn't know anyone who ordered from exclusively online stores that were obviously cheaply made but now I know several. 
130,8/21/24 9:27:11,8/21/24 9:32:03,anonymous,,,Man,1982,Full-time employed,Quarterly,Annually,-50%,Strongly agree,Strongly agree,When I am bored with my current clothes,,When my clothes wear out,,Agree,Strongly disagree,Strongly disagree,Strongly agree,less important,More Important,less important,Neutral,Neutral,Neutral,less important,More Important,Significant more important,Significant less important,Significant more important,More Important,Neutral,Neutral,Significant more important,Significant more important,I have less money in my budget due to inflation and my buying power decreasing so I am seeking cheaper clothes that last longer instead of chasing trends.,I donate them.,,I continue to wear them,,,Neither agree nor disagree,Neutral,Neither agree nor disagree,Decreased and negatively influenced my decisions,I care less about fashion or sustainability and more about price.,Marketing does not matter so much as price.
131,8/21/24 9:23:43,8/21/24 9:32:25,anonymous,,,Man,1984,Full-time employed,Annually,Annually,0,Agree,Disagree,When my clothes wear out,,When my clothes wear out,,Agree,Disagree,Agree,Agree,Significant more important,Neutral,Significant more important,More Important,Neutral,More Important,Significant more important,More Important,Significant more important,Neutral,Significant more important,More Important,Neutral,More Important,Significant more important,More Important,"I use in store pick up orders a lot more ever since COVID-19. I order them online and go to the store to pick it up, preferring to stay in my vehicle while it is loaded inside.",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Disagree,Somewhat important,Agree,No change in marketing and no influence on my decisions,I think there is more of an emphasis for me on environmentally sustainable clothing and the manufacturers in fast fashion since the COVID-19 pandemic. ,"I haven't noticed any quality changes since the COVID-19 pandemic began in fast fashion products, I have noticed more marketing on social media for them."
132,8/21/24 9:29:16,8/21/24 9:34:10,anonymous,,,Man,1966, Self-employed,Monthly ,Every two month,-20%,Agree,Agree,When I find a piece I like,,When my clothes wear out,,Agree,Disagree,Agree,Agree,More Important,More Important,More Important,More Important,less important,less important,less important,less important,More Important,less important,More Important,More Important,More Important,More Important,More Important,More Important,I am more interested in having the items I own be high quality and durable and discarded more unneeded items. This transfers to my clothing purchases.,I donate them.,,I donate them.,,,Agree,Somewhat important,Agree,Somewhat increased and somewhat influenced my decisions,"Sustainable fashion is more readily available. I think climate change is the biggest challenge we face, so everything I can do, including clothing purchases, is impacted by that.","There are more products available that focus on quality and sustainability, less disposable."
133,8/21/24 9:29:16,8/21/24 9:36:22,anonymous,,,Woman,1995, Self-employed,Annually,Daily,20% increase ,Agree,Agree,When I find a piece I like,,When I find a piece I like,,Agree,Agree,Agree,Agree,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,I noticed that places have incorporated more deals after the pandemic which is good for me because I get to buy more things.,I continue to wear them ,,I continue to wear them,,,Agree,Somewhat important,Agree,Greatly increased and positively influenced my decisions,"My motivation towards sustainable fashion purchases is to be more environmentally conscious when purchasing clothing, it has helped me to understand that I want to make a difference in society. ",I think that there is more deals and better pricing since the pandemic which has produced better marking for fashion since the pandemic.
134,8/21/24 9:24:56,8/21/24 9:36:22,anonymous,,,Man,1984, Self-employed,Monthly ,Every two month,-10%,Agree,Agree,When I am bored with my current clothes,,When my clothes wear out,,Agree,Disagree,Neither agree nor disagree,Agree,More Important,More Important,More Important,Neutral,less important,less important,Significant more important,Significant more important,More Important,More Important,More Important,More Important,less important,less important,Significant more important,More Important,"After the COVID-19 pandemic, I am spending less money on unnecessary items. This has affected my clothing purchases because I am buying clothes only when I need to buy them, and not as a spur of the moment thing.",I have them in my closet but never use them.,,I have them in my closet but never use them.,,,Disagree,Neutral,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,"My perception of sustainable fashion hasn't really changed since the COVID-19 pandemic. I don't really think about whether the clothes I buy are sustainable or not. If I like the item of clothing, I will usually buy it regardless of whether it is sustainable or not. As far as what my motivation for a sustainable fashion purchase would be, I suppose it would be to help save the environment. ",I can't say that I have noticed any changes in quality. I think perhaps there is more marketing that focuses on or includes sustainability post-pandemic.
135,8/21/24 9:24:28,8/21/24 9:36:48,anonymous,,,Man,1989,Unemployed,Quarterly,Quarterly,10%,Agree,Disagree,When my clothes wear out,,When my clothes wear out,,Disagree,Strongly disagree,Agree,Neither agree nor disagree,less important,More Important,Neutral,less important,less important,less important,Significant less important,less important,More Important,less important,More Important,Neutral,More Important,Neutral,Significant more important,More Important,I am unemployed and therefore have less money to spend on clothes.,I have them in my closet but never use them.,,I continue to wear them,,,Agree,Somewhat important,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,I care less about what it looks like and more about how long it will last and if it's affordable.  Plain clothing is fine for me.,"I've noticed a lot more being sold that is the lowest quality possible, charged at high prices."
136,8/21/24 9:30:11,8/21/24 9:38:00,anonymous,,,Woman,1978,Homemaker,Quarterly,Every two month,-5%,Agree,Disagree,When I find a piece I like,,When I find a piece I like,,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,More Important,Neutral,More Important,less important,Neutral,More Important,Significant less important,More Important,More Important,More Important,Significant more important,Neutral,More Important,More Important,Significant less important,I didn't go out the same way I used to and became a lot more focused on comfort.,I donate them.,,I donate them.,,,Neither agree nor disagree,Somewhat important,Neither agree nor disagree,No change in marketing and no influence on my decisions,"I didn't think I was aware of so many online fast fashion companies before the pandemic when Shien and Temu started being advertised constantly, which made me have to think about the ethics of where I'm purchasing. It wasn't something I thought about when buying clothes in person from a shop.","When you can't feel a fabric in a store before buying, they get away with selling terrible quality with the hope you won't bother to complain."
137,8/21/24 9:31:42,8/21/24 9:38:28,anonymous,,,Man,1963,Full-time employed,Every two month,Quarterly,0%,Agree,Agree,When my clothes wear out,,Others,Sale,Disagree,Neither agree nor disagree,Agree,Disagree,More Important,Neutral,More Important,More Important,less important,less important,More Important,More Important,Neutral,less important,Neutral,More Important,Neutral,Neutral,More Important,Neutral,I buy fewer formal clothing options than before the pandemic. However I spend more money on fewer higher quality casual pieces now.,I donate them.,,I donate them.,,,Neither agree nor disagree,Neutral,Neither agree nor disagree,Somewhat increased and somewhat influenced my decisions,"I was not a big consumer of fast fashion before the pandemic but mainly due to unavailability of clothing items that fit me well (I'm tall). Now I buy even fewer fast fashion pieces, like socks or scarves, and prefer more expensive, higher quality, longer lasting items.",Quality seems to have declined while prices have stayed the same or increased.
138,8/21/24 9:34:43,8/21/24 9:38:41,anonymous,,,Man,2001,Unemployed,Quarterly,Quarterly,-30,Agree,Agree,When I find a piece I like,,When my clothes wear out,,Strongly agree,Strongly disagree,Agree,Strongly agree,Significant more important,Significant less important,less important,Significant more important,Neutral,Neutral,Significant more important,Significant more important,less important,Significant less important,Significant less important,Significant more important,Significant less important,Neutral,Significant more important,Significant more important,I tend to not care as much of what people have to say about my dressing style ,I continue to wear them ,,I have them in my closet but never use them.,,,Strongly agree,Neutral,Strongly disagree,Somewhat increased and somewhat influenced my decisions,I like sustainability more because I don’t like wearing a piece of clothing and throwing it out anymore ,It has gotten a lot more now. Every where you go like Instagram or Snapchat or anything there are ads for clothing 
139,8/21/24 9:29:47,8/21/24 9:38:54,anonymous,,,Man,1991,Full-time employed,Monthly ,Monthly ,0,Neither agree nor disagree,Strongly disagree,When I find a piece I like,,When I find a piece I like,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Significant more important,More Important,Significant more important,More Important,More Important,More Important,More Important,Significant more important,Significant more important,More Important,Significant more important,More Important,More Important,More Important,More Important,More Important,"For the most part, I have remained the same. If I had to point out one minor difference, it is that I am now more likely to seek out discounts and bundle deals on clothing purchases.",I gave them to someone I know,,I gave them to someone I know,,,Neither agree nor disagree,Somewhat important,Agree,No change in marketing and no influence on my decisions,I am more appreciative of it and understanding of the intent behind it. My motivation would primarily be due to wanting to be more sustainable.,I have not noticed any changes in fast fashion products.
140,8/21/24 9:30:02,8/21/24 9:39:03,anonymous,,,Woman,1990,Unemployed,Quarterly,Annually,75% decrease,Strongly agree,Strongly agree,When I find a piece I like,,When my clothes wear out,,Strongly agree,Strongly disagree,Strongly agree,Agree,Significant more important,More Important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,Significant more important,I definitely don't buy as many clothes as I used to and I avoid fast fashion as much as possible. I also don't have as much to spend on clothes. ,I have them in my closet but never use them.,,I reuse them after renovation.,,,Strongly agree,Extremely important,Strongly agree,I have not noticed any changes,"I've always tried to be conscious of where my clothes are coming from but I think since its been brought to more peoples attention I think it's even more important to stay away from fast fashion.  I think about all the clothes that are thrown away when they start falling apart or ""out of trend"" and where they all end up.  ",I think that the quality has gone down but marketing has gone up with tik tok and other social media. I dont believe these companies are really doing anything about sustainability. 
141,8/21/24 9:34:04,8/21/24 9:39:12,anonymous,,,Woman,1988, Self-employed,Monthly ,Every two month,-50%,Disagree,Agree,When I am bored with my current clothes,,When I find a piece I like,,Agree,Disagree,Agree,Agree,less important,Neutral,less important,More Important,Neutral,Neutral,Neutral,Neutral,Significant more important,Significant more important,More Important,Significant more important,Significant more important,Significant more important,More Important,Significant more important,"I have become more confident in just wearing what i like and sourcing second hand clothes fits with this - so I am tending to go to charity shops/ thrift stores more, or buy on Vinted",I donate them.,,Other,I donate or sell them,Strongly agree,Agree,Extremely important,Agree,Decreased and negatively influenced my decisions,I am more aware of it and that we need to sdo moere to protect the workers and the sustainability of the items ,"I think retailers are being more conscious of sustainable fabrics etc, the quality is not as good though often"
142,8/21/24 9:26:40,8/21/24 9:43:35,anonymous,,,Woman,2001,Full-time employed,Monthly ,Every two month,20,Agree,Disagree,When I am bored with my current clothes,,When I find a piece I like,,Disagree,Agree,Agree,Neither agree nor disagree,Significant less important,More Important,More Important,More Important,less important,Neutral,More Important,Neutral,More Important,Neutral,less important,More Important,Significant more important,less important,Neutral,More Important,I have been getting lighter clothes ,I gave them to someone I know,,I gave them to someone I know,,,Agree,Somewhat not important,Agree,Decreased and negatively influenced my decisions,I feel like casual clothes tend to be a forever trend,I haven't noticed any significant changes 
143,8/21/24 9:36:51,8/21/24 9:45:07,anonymous,,,Woman,2001,Unemployed,Monthly ,Quarterly,-50%,Neither agree nor disagree,Strongly agree,When I find a piece I like,,When my clothes wear out,,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,More Important,Neutral,Neutral,Significant more important,Significant more important,Neutral,less important,Neutral,less important,Neutral,Neutral,Significant more important,Neutral,less important,Significant more important,Significant more important,The price of things have significantly gone higher so I have been unable to purchase clothes in the past couple of years,I donate them.,,I continue to wear them,,,Neither agree nor disagree,Somewhat important,Agree,Somewhat increased and somewhat influenced my decisions,I would like to purchase them but it's really expensive so I'm unsure of when I'd be able to afford it.,I've noticed that some things have worse quality unless it's from a small business which is why I'd like to purchase more from them
144,8/21/24 9:39:37,8/21/24 9:45:10,anonymous,,,Man,1987,Part-time employed,Quarterly,Every two month,减少 15 %,Agree,Strongly agree,When I am bored with my current clothes,,When I find a piece I like,,Agree,Agree,Strongly agree,Neither agree nor disagree,More Important,Neutral,Significant more important,More Important,More Important,Significant more important,Neutral,More Important,More Important,Neutral,More Important,Significant more important,More Important,More Important,Significant more important,Neutral,"Since COVID-19 hit, working from home's become my norm, so I've swapped suits for comfy loungewear. It's made my clothing purchases more casual and focused on comfort.
",I have them in my closet but never use them.,,I donate them.,,,Strongly agree,Somewhat important,Strongly agree,No change in marketing and no influence on my decisions,"COVID-19 made me reevaluate my priorities. I started caring more about longevity over trends. Sustainable fashion aligns with this mindset, encouraging quality over quantity. A purchase now motivates me to invest in pieces that'll last a lifetime.
","Since the pandemic hit, I've noticed a shift towards more eco-friendly materials in fast fashion, like organic cotton, reflecting a growing consumer awareness of sustainability."
145,8/21/24 9:39:27,8/21/24 9:48:30,anonymous,,,Man,1977,Full-time employed,Monthly ,Monthly ,30% ,Agree,Agree,When I find a piece I like,,When my clothes wear out,,Agree,Disagree,Agree,Agree,less important,More Important,More Important,less important,less important,less important,less important,less important,More Important,less important,less important,More Important,More Important,Neutral,More Important,More Important,I am more active outdoors after the pandemic and my salary does not increase as fast as cloth price,I donate them.,,I continue to wear them,,,Agree,Somewhat important,Agree,Somewhat increased and somewhat influenced my decisions,I am more into brand promoting sustainability. The brands could clearly label their products with sustainable materials in their ads.,I saw more brands promoting sustainability after the pandemic.
